Video_Title,Comment_ID,Published_At,Like_Count,Comment,Comment_Length_raw,Comment_Length
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgyLrrruyrOLYC0IB9N4AaABAg,2026-02-12 12:37:12+00:00,0,Ipp ko kyo hath nhi lagata,26,26
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugz2GmMpC1ze_Cp4JBJ4AaABAg,2026-02-12 06:16:27+00:00,0,Ye khud khany k wo hain . bgairati ki had h Jin logon k 2 se zada meters hain wo utarty q ni .gareeb k ghr to 1 meter Laga h protected me zada log wo hain Jo tax chori krty hain .motor ka meter alag lights ka meter alag a.c ka alag ye kea h or ye wapda waly means hmari gvrmnt pesa khany k chakr me lgati ja rhi h,313,313
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzN98Rmf9eWr8HumLt4AaABAg,2026-02-12 16:20:28+00:00,0,Ippz par bat qiu nhi karte. Khatam karen,40,40
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzwbMDfRc3ahQQTm6h4AaABAg,2026-02-12 04:07:08+00:00,0,Allah AKBAR ❤,13,13
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgxiguvkI6JdTNFPKMJ4AaABAg,2026-02-15 05:25:52+00:00,0,BaskardoAwamkaburaHalha😢😢😢😢😢,28,28
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgwI1K6hN0O3tvQ2Kjh4AaABAg,2026-02-12 04:59:12+00:00,0,1kw din k 4 units banaya ha aur 10kw din k 40 ab khud andaza lagaya ja sakta ha k Kon gareeb ha aur Kon Ameer. Kon government k Sath business kar raha ha aur Kon government k Sath ak achy tariky say chal kar apni bachat kar raha ha jis say us ko bhi nuqsan nahi ho aur government ko bhi koi nuqsan nahi ho.,306,306
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzsV8lgWn6BuL-sUOh4AaABAg,2026-02-12 10:37:11+00:00,0,Es dull ko keya pata electricity keya cheez hey aur kis tarah banti hey.,72,72
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzmeujS2kCmo8H9gFV4AaABAg,2026-02-12 10:42:49+00:00,0,Mehnga petrol america ka awam pe bojh he,40,40
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgyjMXusXnTt1Td7xwV4AaABAg,2026-02-14 15:50:45+00:00,0,Government base on fake vote not credibility,44,44
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugx0k2Mlq5oUB6PBKUN4AaABAg,2026-02-14 09:50:18+00:00,0,Everyone knows that this change in policy is against people,59,59
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzIGkKDsKTXemQXtsx4AaABAg,2026-02-15 12:38:24+00:00,0,"Ye awam ke ganahon ki saza hai, is ki batthon ki samaj aik aam admi ki samaj se bahir  hain. Sub ipps ke mofad main fesallay kartay hain.",137,137
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugx3MvelizXLGTHKMoJ4AaABAg,2026-02-12 00:57:24+00:00,0,Minister should be sacked for such policy,41,41
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugy-WK4Ki7ezfwRIYZV4AaABAg,2026-02-12 16:42:45+00:00,0,Sir🎉sib😮choarhiy😮😮😮,19,19
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgwELpiMlgQRMJwgg-J4AaABAg,2026-02-11 19:34:18+00:00,0,Apny Walid sab ko Jo dy rahy ho ipps walo ko wo Sahi ha awam faida na ly,72,72
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugz14wi17h3stzgLo6d4AaABAg,2026-02-11 19:13:16+00:00,0,"Corrupt mafia... Pathetic governance ...just check the newspaper of 2007-8 , it's been 20 years and they haven't been able to solve electricity crisis....and then they talk about investment",189,189
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgwW9Vvc2oiEBWpPrQ14AaABAg,2026-02-13 12:20:09+00:00,0,Mulk kha border kol do koi as mulk ma Rana nae chat ya sub cheater log ha,73,73
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzmjSRt5bh2_u-NIMd4AaABAg,2026-02-13 15:53:55+00:00,0,In ka koi kuch nahi bigar sakta 40 sal say tmasha ho raha,57,57
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugz_PGVOe2vqlO6qSrd4AaABAg,2026-02-18 09:20:25+00:00,0,Aik ggareeb 50000 lene waala 10000 bijli ka bil ada jar sakta hai to laakho tank gash lene waala bill kiyun adanah karsakta agar milk main bijli air paise ka bohraan hai to ashrafiya se free bijli petro ki muraat waaois ke jar milk ko bohraan se nikala nahein ha sakta,268,268
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgwDcuzNiX8Cl1VYfMh4AaABAg,2026-02-13 05:35:51+00:00,0,They are liar we don't believe them they are corrupt they have free electricity,79,79
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzrfGQk4qr0HZNLFgB4AaABAg,2026-02-12 11:00:37+00:00,0,Awaam es ki batoon par yaqeen nahi kartey.,42,42
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgydAGw9soquvTHwOE14AaABAg,2026-02-12 12:05:56+00:00,0,Is begerat se pochoo ye bijli ka bill deta hi is ka ghar kitny kanal ka hi or kitny Ac chal rahy hi,99,99
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugyjc9-xpd9hZk6MT754AaABAg,2026-02-15 11:45:24+00:00,0,عوام ان پر جتنی مرضی تنقید کر لے انکو کوئ فرق نہیں پڑھتا یہ ب شرم لوگ ھیں,73,73
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzSjlJwdFvnNlI2Bsd4AaABAg,2026-02-16 04:26:09+00:00,0,Choron k free units khatum krain tu awam per boj Kam ho jy ga .,63,63
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzW6DsPK452ckwM0N54AaABAg,2026-02-11 18:17:34+00:00,0,He is laying it's big monopoly people don't understand,54,54
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzjThfPWe5TcZ0bnoJ4AaABAg,2026-02-12 06:33:58+00:00,0,03:22 & 08:30 boht aala joke mara he. Inko koi btae ager profit bank se zyada milta he to hi koi investment krta he. Khud ye apne business se kmae lekin awam kuch na kmae or gareeb hi rhe.,188,188
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgxvwXuocd6MechDtmV4AaABAg,2026-02-12 02:20:00+00:00,0,Faisal Wada ki BAAT 100% right hai Pakistan ky 500 se 5000 policitics ko goli mar di jay tu Pakistan ky tamam masail hal ho Jaen gy,131,131
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugw-Iy_X-yf3IbzwT3F4AaABAg,2026-02-12 06:15:24+00:00,1,Assalam walekum Hamid Mir Sahab yah lanti jhooth bolata hai,59,59
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzOhZ9zn_AIpUMUV9N4AaABAg,2026-02-17 11:28:39+00:00,0,ipps  ye khudhn hain hakumat waly . ramzan sugar mill me b in k plant lgy hain .,80,80
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgxbRyRx846Rg53hcwZ4AaABAg,2026-02-15 09:46:46+00:00,0,Jhoot jhoot ask him kabhi bill jama karaya hai?,47,47
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugwb-cPKKicxXHGmHed4AaABAg,2026-02-11 17:21:09+00:00,0,Ye logon ko zalil kar rahy hn,29,29
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugz8rd2HeE3SMXVhlnJ4AaABAg,2026-02-13 05:55:01+00:00,0,Free units to  all  Govt.officers / wapda employees/ Army officers/Beaurocrates/MNA/MPAs be cancelled. They should pay all utility bills from their pockets. They get Handsome salaries for their services.,203,203
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzE5xSrS3xy11MmRed4AaABAg,2026-02-17 07:15:34+00:00,0,"Solar se bijki extra ho gai ha. In k he plant han jo bijki provide kr rhy han. Ye wahan se pesa kma rhy han.. hramzady.  Solar pr tax lga dia, green meetre wali bijki same unit pr wapis kr rhy han .. hmarzady",208,208
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzHS2fO8CRQ1BWqiiV4AaABAg,2026-02-12 05:03:30+00:00,1,اپنی ناکامی کا رونا دھونا کر رہے ہیں وزیر صاحب,46,46
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzPN8qyIz88b5FGqSd4AaABAg,2026-02-13 17:10:11+00:00,0,Chor hein Saare ke Saare,24,24
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgyhSHpiMk1QFKN_WNR4AaABAg,2026-02-11 17:15:58+00:00,1,اس جاھل 27 کروڑ کو سمجھ نہی کے یہ چھوٹوں کے سردار ہیں ان لوگوں نے سوائے جھوٹ بولنے کے کچھ نہی کیا سمجھ ان 27 کروڑ گدھوں کو سمجھ نہی آتی جتنے چاھنے والے پی ایم ایل۔ پپلز پارٹی اور پی ٹی آئ کے ہیں یہ سب جانتے بوجھتے اپنے اوپر ظلم کر رہے ہیں یہ تین پارٹیاں اور ان کے چاہنے والے ظالم ہیں۔ انقلاب کے بغیر کچھ بھی صحی نہی ہوگا یہ سب لٹیرے ہیں۔,337,337
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugw7NcEFKXfOYYk6vKp4AaABAg,2026-02-12 01:29:40+00:00,0,Munafiq or jhut log hai yeh,27,27
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugw5210sENCfIj6tpqR4AaABAg,2026-02-12 03:01:33+00:00,0,Muslim league la wada Fatah tak tha Fatah to in ko huwi hi nai to lesa wada😂,76,76
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugx1Zn2ud8k0Rm6fLb94AaABAg,2026-02-11 19:49:33+00:00,0,Hamid Mir Sahab hamare mulk mein talim hai hi nahin aur yah net billing per ja raha hai to isko Kaun bill inse poochho aapane tankhvah mein kabhi Kam paise liye hai ya Kisi majdur ne bijali ke sare pin ya bijali ke malikon ne kam paise liye hai agar yah nuksan per chal rahe hain to yah mulk se Bhagya kyon Nahin abhi tak,321,321
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzjBWpKj5oSp5MFhgt4AaABAg,2026-02-18 11:59:51+00:00,0,Laghari is Lawyer where is subsidies,36,36
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgxoslKG8e2SfPec53p4AaABAg,2026-02-11 20:55:01+00:00,0,Well done Mr laghari sb ur comprehensive response to anchor Mr Hamid Mir shut the mouth of ur host,98,98
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugz8_p4qfIqADrKlY3h4AaABAg,2026-02-14 22:44:28+00:00,0,Nakra nizam pe nakra afsaran😂😂😂,31,31
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgxbLpsoyJU4NHkrET54AaABAg,2026-02-17 02:58:39+00:00,0,"Koi aisa innovative idea lao jis saay IPPS ko maximum benefits hoon.
Ipps r in govt.",84,84
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgwR38WMZWvkgKnrHqR4AaABAg,2026-02-12 16:13:11+00:00,0,It is good fortune for govt to reduce energy crises by the introduction of door to door solar system across the country - The govt shall be serious enough to promote industry and hence GDP -India is very intelligant in this regard.  ?,234,234
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgwUfDteSZu6eQ_X0Ph4AaABAg,2026-02-12 20:06:46+00:00,0,"Intehai ba sharmi,na sirf apne mulk ma mazaak bulkay pori dunya ma jug hansai.sub log jantay hain ka ya sub tankhawa or pension daine ka zaria ha.",146,146
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugx5S8aHUmtU2A9Mcfl4AaABAg,2026-02-17 07:32:41+00:00,0,بس کر۔ دے جنا بہت ھو گیا,24,24
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzW_UWVn74e-LOrGoR4AaABAg,2026-02-11 18:11:57+00:00,0,Jhot bol rahy hy.agar ik bar 200 uniat say zayda kharch kay.6 bar aap ka bill 8000 say zayda bill ayga.khawa ke dusry mahano aap 100 unit kharch key hoga,153,153
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzcnX_7232hZUKfq1N4AaABAg,2026-02-12 04:06:54+00:00,0,سر یےلوگ اللہ کا سامنا کیسے کریں گے لوگ 200 سے اوپر یونت استمال کر کے لان میں کو 5000 دے کر کم یونت لکھا لےتے ہیں اور وہ بل بھی آم لوگوں کو دینا پرتا ہے افسوس سدافسوس,166,166
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugy7wJYKp2WjIZXn59x4AaABAg,2026-02-12 01:45:03+00:00,1,او شرم کرو بھائی شرم ڈسکاؤنٹ کی بات کرتے ہوئے شرم کرو آئی پی پیز کو جو 16 روپے فی یونٹ ہم دے رہے ہیں اسکی بات کرو,113,113
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugz9dcqSHzQEcyh_v7J4AaABAg,2026-02-12 10:57:25+00:00,0,Laghari munafiq app ka bijli ka bill kitna ata hey.,51,51
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugx4lbgbHeNZaKM_OY14AaABAg,2026-02-12 17:43:47+00:00,0,میر صاحب فکس چارج کس بات کے,27,27
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugx87GNzThH-_vFCbK54AaABAg,2026-02-12 18:19:49+00:00,0,IPPS se pese Kon bna Raha ha??,30,30
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgygY2lRC9SCnA8H1hB4AaABAg,2026-02-13 17:00:48+00:00,0,Khud iska bill zero hna ghar ka,31,31
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugxech1hlL2YkkwI4714AaABAg,2026-02-13 06:43:04+00:00,0,Chor government,15,15
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgwvRwGnDH65L9mTpzZ4AaABAg,2026-02-12 00:31:22+00:00,1,بھائی اس سے صرف یہ پوچھ لو کہ اپ بجلی کا بل دیتے ہو اپ کو بل کتنا اتا ہے اپ نے کبھی اپنی جیب سے پے کیا ہے یہ تو گورنمنٹ کا بل ہے اور گورنمنٹ کے مفت سے اس کو بجلی دے رہی ہے تو اس کو کیا پتہ چلے گا کہ غریب کیسے بھر رہا ہے اور امیر کیسے بھر رہا ہے تو یہ میس احمد میر صاحب اس سے پوچھو کہ اپ بجلی کا بل دیتے ہو صرف اتنا پوچھ لو,322,322
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugx2xWJ4WfnDqZjD1w54AaABAg,2026-02-12 18:19:09+00:00,0,2000 units free bijli khatam kro na. 2000 units free bijli k bill ghreeb awam de Rahi ha Why???,95,95
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgxJoEbgdsAhGOv69254AaABAg,2026-02-11 19:18:24+00:00,0,"Bullshit , ipps themselves are making energy from solar and wind power plants, and they are getting 50+17:67 percent profit...why they are not privatising hesco,pesco,lesco?",173,173
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgwMNn0bQsqTwW23IgB4AaABAg,2026-02-12 06:30:18+00:00,1,جن کو مفت بجلی دیتے ہو کیا وہ آپکےداماد ہیں بےغیرتو مفت بند کیوں نہیں کرتے ۔,76,76
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgyBqZ7b7mEWTt7c0iB4AaABAg,2026-02-12 12:50:10+00:00,0,😂😂😂😂😂😂😂,7,7
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgwK1Srj2-vY1NoS7Pp4AaABAg,2026-02-15 14:03:34+00:00,0,Meera lon  discount,19,19
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzbQU_FwMFU0Oqa6FB4AaABAg,2026-02-11 18:47:31+00:00,1,جھوٹ بول بول کر گلا خراب ہوگیا ہے۔اس کا۔۔,41,41
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgxBSZCkr9tSSlXJ-mV4AaABAg,2026-02-14 01:54:49+00:00,0,پہلی حکومت ہے جو عوام کے فائدے کا سوچتی ہے 😂,44,44
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgyJr3-_WjyqW1OAkth4AaABAg,2026-02-11 17:44:48+00:00,0,"Every one is against middle class salary persons ..
Middle class work 
Middle class pay income tax 
And now middile clasw will pay more electricity bill ..
Government is crushing middle and pushing towards lower class . Thanks",226,226
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgxmbmgOKSOtTqb-WYt4AaABAg,2026-02-13 04:51:12+00:00,0,حامد میر صاحب اس نے کیا ماننا ہے کہ یہ عوام پر کیا ظلم ڈھا رہا ہے اسکو تو بجلی مفت ہی مل رہی ہوگی۔,98,98
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugxa4D4-bI8YurRruKN4AaABAg,2026-02-12 17:10:32+00:00,0,"No question about IPPs contracts, Hamid sb don't show hypocrisy",63,63
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgyqLPpxlAuB0wK6yal4AaABAg,2026-02-12 11:14:19+00:00,0,حکومت والو ں کو پتہ  نہیں کون اس طرح کے  مشورے دیتا ھے اب آ نے والے وقت میں پی ٹی آئی ان کو ٹف ٹائم دینے جارہی ھے  اب وہ اسی پوائنٹ کو لیکر  ان کی جتنی بھی ڈویلپمنٹ ھوئی ھے اس کو سبوتاژ کر دے گی عوام میں نفرت پیدا ھوگی اور اگلے الیکشن میں ان کو لگ پتہ جائے گا کیونکہ ان کی بے وقوفی کی وجہ سے  یہ گیم پی ٹی آئی  کے ھاتھ لگ جائے گی ۔,331,331
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzhWs2JMrnTG7ifO7V4AaABAg,2026-02-11 19:48:40+00:00,1,سب سے بڑا جھوٹا ہے یہ ۔یہ پہلے بولتا تھا کہ جب تک ایگریمنٹ ہے تب تک بل نہیں چھیڑا جاے گا مگراب پورا سسٹم بدل رہا ہے۔,116,116
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgywfKmVTdUbxxhKlaR4AaABAg,2026-02-14 20:44:22+00:00,0,Ye patwari ko chup karo 16 wali bijli 80 rupy ker di hye,56,56
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgybbxcS0zdHZfyEGw54AaABAg,2026-02-17 05:10:45+00:00,0,Tum journalists main itni himat nahen in minestrone ke ankhon main ankh Dal ker bat ker sko,91,91
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugx1zxMZSEFYpG2vXRN4AaABAg,2026-02-11 18:15:12+00:00,1,حامد میر صاحب آپ نے لغاری سے کوئی صحیح سوال نھیں کیے ، جو لغاری صاحب جواب دے رھے ان کے اندر مزید سوالات پیدا ھو رھے ھیں ، آپ اپنی صحافتی زمہ داری ٹھیک نہیں نبھا رہے,164,164
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzwljZGKYurXmE6zxB4AaABAg,2026-02-14 16:18:51+00:00,0,Joot bol raha 70 sa 80 unit ka Bill 1565 ha ya kasa relief ha,61,61
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzyPkLkJMdFE7nvQFp4AaABAg,2026-02-13 20:27:04+00:00,0,یہ پاگل لوگ ھیں۔حکومت کے پاس وافر بجلی ھے۔نئی آبادیوں کو بجلی کیوں نہیں دیتی۔یہ پرانے ھی کنزیومر پہ بوجھ ڈال رھے ھیں۔,117,117
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgwhBOOTG5j6MO_x3A14AaABAg,2026-02-13 02:04:00+00:00,0,پہلے پی ٹی سی ایل کو تباہ کیا اور اب واپڈا کی باری ہے,53,53
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzHIaaGq_B_Ty7wMrR4AaABAg,2026-02-15 13:56:06+00:00,0,Hamid mir sb allah pak ny jhuty k bary m kia kaha ha?lahnat jb allah ki lahnat insan pr ho gi to kia wo insan qabl e ahtmad ho ga lkn aj tk sch bolny wala b koi aya hkomt m khwa koi b sabqa ya mojoda ho,202,202
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgyyPLpCdcNCLI1tCXN4AaABAg,2026-02-11 17:34:00+00:00,1,بیغیرت سستی بجلی دو کیپیسٹی پیمنٹ گورنمنٹ خود دے خزانے سے,57,57
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugzi6mLJge0OZmxd3vh4AaABAg,2026-02-15 12:34:55+00:00,0,Hamid.mir sahib..ye.bememan log.hain.,37,37
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgypyrmtRGSGFj_uZmF4AaABAg,2026-02-17 05:22:09+00:00,0,"صارفین تعداد 90 لاکھ سے بڑھ کر اگر 2 کروڑ ھوگئی ھے تو عقل کے اندھوں کو سمجھ نہی آتی کے صارفین بل نہی دے سکتے اسلئیے protected کیٹگری میں جارھے ھیں !!
یہ لوگ صرف باتوں کے کھلاڑی ھیں، ملک کا کیا حشر ھوچکا ھے انکو اندازہ بھی نہی ھے، یہ صرف نمبرز گھما گھما کر عوام کو بیوقوف بنائے جارھے ھیں، غریب کو نمبرز نہی پیسا ادا کرنا ھوتا ھے 😢😢",330,330
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugz_EuY3J3Uhy7g8feR4AaABAg,2026-02-17 08:37:00+00:00,0,سب پنکھے 30 ووٹ والے لگوا لئے مگر بلوں میں کویی فرق نہیں سردی میں یہ پنکھے بھی بند ہیں توبھی کوئی فرق بلوں نہیں ہوتا بلوں کے نام پر لوٹ مار ہورہی ہے,148,148
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugx55je4o0OktSk_gJN4AaABAg,2026-02-12 16:17:58+00:00,0,90%😂😂😂😂😂,8,8
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgyAxX3eonRdrurRnGZ4AaABAg,2026-02-12 00:53:39+00:00,0,Hamid mir playing on both sides of the wicket,45,45
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgwgFbdpRPOWUqWWJWd4AaABAg,2026-02-11 19:16:37+00:00,0,"اس جیسے وزیر نون لیگ کی رہی سہی ساکھ بھی جلد ختم کر کے اس پارٹی کو عوام کی نظروں میں پیپلز پارٹی سے بھی بڑی چور ڈاکو پارٹی بنا دیں گے۔
سب سے بڑا چور ادارہ ہی واپڈا ہے اس ملک میں جس کا پیٹ عوام کو لوٹ لوٹ کر کبھی نہیں بھرا",221,221
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzeB--jrGrz3i25Cvl4AaABAg,2026-02-17 06:01:38+00:00,0,Zalim Haqumat,13,13
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgztTVtjT2pcf5_XUqt4AaABAg,2026-02-13 06:52:39+00:00,0,ملک دشمن,8,8
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugxc0FutJMfiRPNQnz54AaABAg,2026-02-11 19:01:07+00:00,0,He is exagerating impact of solar users on bills of non solar users,67,67
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugz5ySV7jlxXq4Ba-m94AaABAg,2026-02-11 17:46:44+00:00,0,Fradiye hai,11,11
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgwEtqQWsbHH62NmhON4AaABAg,2026-02-12 14:43:57+00:00,0,Bagart log,10,10
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugx2gdwO82qtd8GVwvZ4AaABAg,2026-02-15 06:31:37+00:00,0,Yar kesy wahiyat loog hain... Kitny confidence sy jhoot bool raha hy... 😮😮😮,75,75
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgyU3GTb0jC9tmyWBY14AaABAg,2026-02-15 14:49:04+00:00,0,HaHamid Mir Sb zindabad,23,23
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugx27xNmAPvlG8u_WJ54AaABAg,2026-02-11 18:57:49+00:00,0,"Great liar, how can cost of solar system be recovered in 2 years",64,64
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgwBGhau6bQU9WBAkkd4AaABAg,2026-02-11 19:26:50+00:00,0,حکمران جماعت عیاش ہیں ۔,23,23
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugy1KnaD3o79zN-pB1d4AaABAg,2026-02-14 08:56:05+00:00,0,بڑی عجیب بات ہے مجھے کمنٹس میں کوئی ن لیگ کا چاہنے والا نظر نہیں آر ہا جو ان وزیر صاحب کی پر مغز گفتگو پر نثار ہو رہا ہو یہاں تو سارے بیچارے حالات کے مارے ہی نظر آتے ہیں کیا ن لیگ والے اب صرف گالیاں دینے جوگ ہی رہ گئے ہیں,221,221
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgziUGIABWvOawlXi_54AaABAg,2026-02-11 20:54:55+00:00,0,It doesn't look Hamid Mir is Anchor rather a puppet,51,51
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzwRZ3u4EO8SYGho094AaABAg,2026-02-14 03:25:30+00:00,0,Ipp ka misla ha bs,18,18
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzRs-hf0RtGlxCqKYF4AaABAg,2026-02-13 14:09:28+00:00,0,Ye sab jhooty hyn,17,17
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,Ugx77gBRGi7P-lcgGSx4AaABAg,2026-02-13 05:55:21+00:00,0,منافقت بند کرو,14,14
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzxqJc0oCoBLCawq0l4AaABAg,2026-02-12 03:24:09+00:00,0,Jhota lotera khandan hain Pml N or PPP,38,38
Bad News for Solar Consumers - Another electric bomb on the people - Awais Leghari - Hamid Mir,UgzMZKB5URO7rpPvLgh4AaABAg,2026-02-11 19:51:06+00:00,0,Shakal se jhoota nazar ata . Shetan se allah bachyee..,54,54
